# time_ms,control,value
23458,lstick_x,1198
23461,lstick_x,1198
23465,lstick_x,1198
23468,lstick_x,1198
23473,lstick_x,1198
23476,lstick_x,1198
23481,lstick_x,1198
23484,lstick_x,1198
23488,lstick_x,1198
23490,lstick_x,1198
23493,lstick_x,1198
23498,lstick_x,1198
23501,lstick_x,1198
23506,lstick_x,1198
23509,lstick_x,1198
23513,lstick_x,1198
23516,lstick_x,1198
23519,lstick_x,1198
23522,lstick_x,1198
23525,lstick_x,1198
23532,lstick_x,1198
23535,lstick_x,1198
23539,lstick_x,1198
23542,lstick_x,1198
23547,lstick_x,1198
23550,lstick_x,1198
23553,lstick_x,1198
23556,lstick_x,1198
23559,lstick_x,1198
23563,lstick_x,1198
23566,lstick_x,1198
23569,lstick_x,1198
23572,lstick_x,1198
23575,lstick_x,1198
23581,lstick_x,1198
23584,lstick_x,1198
23587,lstick_x,1198
23590,lstick_x,1198
23593,lstick_x,1198
23597,lstick_x,1198
23600,lstick_x,1198
23603,lstick_x,1198
23606,lstick_x,1198
23609,lstick_x,1198
23613,lstick_x,1198
23616,lstick_x,1198
23619,lstick_x,1198
23622,lstick_x,1198
23625,lstick_x,1198
23629,lstick_x,1198
23632,lstick_x,1198
23635,lstick_x,1198
23638,lstick_x,1198
23642,lstick_x,1198
23644,lstick_x,1198
23647,lstick_x,1198
23650,lstick_x,1198
23653,lstick_x,1198
23656,lstick_x,1198
23659,lstick_x,1198
23663,lstick_x,1198
23667,lstick_x,1198
23670,lstick_x,1198
23673,lstick_x,1198
23676,lstick_x,1198
23680,lstick_x,1198
23683,lstick_x,1198
23686,lstick_x,1198
23689,lstick_x,1198
23692,lstick_x,1198
23697,lstick_x,1198
23700,lstick_x,1198
23703,lstick_x,1198
23706,lstick_x,1198
23709,lstick_x,1198
23713,lstick_x,1198
23716,lstick_x,1198
23719,lstick_x,1198
23722,lstick_x,1198
23725,lstick_x,1198
23730,lstick_x,1198
23733,lstick_x,1198
23736,lstick_x,1198
23739,lstick_x,1198
23742,lstick_x,1198
23747,lstick_x,1198
23750,lstick_x,1198
23753,lstick_x,1198
23756,lstick_x,1198
23759,lstick_x,1198
23763,lstick_x,1198
23767,lstick_x,1198
23770,lstick_x,1198
23773,lstick_x,1198
23776,lstick_x,1198
23780,lstick_x,1198
23783,lstick_x,1198
23786,lstick_x,1198
23789,lstick_x,1198
23793,lstick_x,1198
23797,lstick_x,1198
23800,lstick_x,1198
23803,lstick_x,1198
23807,lstick_x,1198
23810,lstick_x,1198
23813,lstick_x,1198
23816,lstick_x,1198
23819,lstick_x,1198
23822,lstick_x,1198
